CompID,UserID,PublicRank,Successful Submission Count,CompPartCreated Year,CompPartCreated Month,CompPartCreated Day_of_week
ID_3G07,ID_2BSV9LWA,rank 1,count 10,2,9,2
ID_3G07,ID_78RH1CNF,,,2,10,1
ID_3G07,ID_HNTN7V53,,,2,9,3
ID_3G07,ID_URE7ZM2R,,,3,8,1
ID_3G07,ID_38NRJA9S,,count 9,3,1,1
ID_3G07,ID_1MJBMM20,,,2,9,4
ID_3G07,ID_2T31MYMY,,,2,9,1
ID_3G07,ID_613Y3EW1,,,2,9,3
ID_3G07,ID_7TRY3SZC,,,2,9,1
ID_3G07,ID_5GRGBTYL,,,2,9,7
ID_3G07,ID_XW4096T8,,,2,9,1
ID_ZSZR,ID_XW4096T8,,,3,4,3
ID_3G07,ID_080FOMKH,,,2,10,2
ID_3G07,ID_DICBIZCJ,,,2,9,2
ID_3G07,ID_NOHM8EMU,,,2,9,2
ID_3G07,ID_C6CKASK6,,,2,9,2
ID_3G07,ID_1LKFC2TT,,,3,6,7
ID_3G07,ID_PXPR4WHZ,,,2,9,3
ID_3G07,ID_IXDWMXA0,,,2,9,5
ID_3G07,ID_EJMZSPJV,,,2,9,1
ID_3G07,ID_717PWCAL,,,2,9,1
ID_3G07,ID_IPHAMW5A,,,2,10,1
ID_3G07,ID_0IQ03LU3,,,2,9,5
ID_3G07,ID_8GBXFYNP,,,3,11,6
ID_3G07,ID_CJ56FKFG,,,3,11,2
ID_3G07,ID_700X04S1,,,2,9,1
ID_3G07,ID_K4WWF7R1,,,2,9,5
ID_U1HE,ID_K4WWF7R1,,,2,12,6
ID_3G07,ID_LZZGAES7,,,3,10,7
ID_3G07,ID_4XP17NVG,,,2,9,2
ID_3G07,ID_7SCVBJOY,,,3,10,1
ID_3G07,ID_N9OQT4XQ,,,2,9,1
ID_3G07,ID_NHYGYK42,,,2,9,7
ID_3G07,ID_3GX0P6P7,,,3,12,3
ID_3G07,ID_1RA84QCV,,,2,9,3
ID_3G07,ID_U03RHV3F,,,2,9,3
ID_3G07,ID_6BDMIXKB,,,3,3,5
ID_3G07,ID_MJ8725FU,,,3,11,3
ID_3G07,ID_2L4ZNMVX,,,2,9,5
ID_3G07,ID_2HX71X8Z,,,2,9,4
ID_3G07,ID_JZ9LUFDF,,,2,9,7
ID_3G07,ID_4JWZZ5DW,,,2,10,2
ID_3G07,ID_PMOIOHJD,,,2,9,2
ID_3G07,ID_UM23AOZ1,,,2,9,2
ID_3G07,ID_Y6M1R7IA,,,2,9,2
ID_3G07,ID_RLC96MT8,,,2,10,1
ID_3G07,ID_YPQPUL0U,,,2,10,4
ID_3G07,ID_VTOQEV5H,,,2,9,2
ID_3G07,ID_B0M9L4YI,,,2,9,7
ID_3G07,ID_A1W296RY,,,2,9,7
ID_3G07,ID_QL8I96T8,,,3,2,1
ID_3G07,ID_YUX1ZA8V,,,2,9,4
ID_3G07,ID_RBCAQGBW,,,2,9,7
ID_3G07,ID_C8A0HDVM,,,2,9,3
ID_3G07,ID_ZT6FLRIR,,,2,9,1
ID_3G07,ID_C3RTBX6I,,,2,9,5
ID_3G07,ID_NA1S1PC5,,,2,9,6
ID_3G07,ID_39LGGARD,,,2,10,7
ID_3G07,ID_YALVDQ3R,,,2,10,6
ID_3G07,ID_FVWJROLZ,,,2,10,2
ID_GQCR,ID_FVWJROLZ,,,3,10,4
ID_3G07,ID_ECE7F9M8,,,2,9,7
ID_3G07,ID_KMLKAA6N,,,2,10,7
ID_3G07,ID_RKDJAIRN,rank 1,count 6,2,10,1
ID_3G07,ID_7777NGQH,rank 1,count 7,2,9,3
ID_3G07,ID_GS090JPP,,,2,10,2
ID_3G07,ID_FGGIAP6Z,,,2,10,2
ID_3G07,ID_085PVRKY,,,2,9,5
ID_3G07,ID_5G8MU1B8,,,2,9,5
ID_3G07,ID_JH3I3OKT,,,2,9,2
ID_3G07,ID_K2HJ9HKM,,count 10,2,11,5
ID_3G07,ID_QR1ZPJZO,,,2,10,7
ID_3G07,ID_26RLQPR8,,,2,10,3
ID_3G07,ID_D8T7NQG6,,,2,9,4
ID_3G07,ID_JV86OGEA,,,2,9,1
ID_3G07,ID_UV8MQQ89,,,2,9,3
ID_3G07,ID_ZMQUFQZR,,,2,9,4
ID_3G07,ID_VOTFBKK9,rank 1,count 10,2,9,5
ID_U1HE,ID_VOTFBKK9,,,2,10,5
ID_1INW,ID_VOTFBKK9,rank 1,count 10,1,10,5
ID_AXVN,ID_VOTFBKK9,,,2,6,1
ID_09D8,ID_VOTFBKK9,,,3,5,4
ID_3G07,ID_17SUY9EW,,,2,9,2
ID_3G07,ID_JF4ACUJJ,,,2,9,3
ID_3G07,ID_TZ3220QP,,,3,3,3
ID_VK18,ID_TZ3220QP,,,3,5,2
ID_3G07,ID_LV5OWLDK,,,2,9,4
ID_3G07,ID_U3JEY2NC,,,2,10,2
ID_3G07,ID_3CH64EYC,,,2,11,2
ID_3G07,ID_2DYXNNY1,,,2,9,4
ID_3G07,ID_XNZ0V0M1,,,2,11,3
ID_3G07,ID_GEE1FHTA,,,2,10,7
ID_3G07,ID_TYU6GWHR,,,2,10,1
ID_3G07,ID_HDL0C7B2,,,3,10,5
ID_3G07,ID_Q7P4H3FX,,,2,10,5
ID_3G07,ID_KJ9MMQES,rank 11,count 6,2,10,2
ID_3G07,ID_GUXZ0R72,rank 1,count 10,2,10,7
ID_3G07,ID_QPU6NQWH,,,2,11,2
ID_3G07,ID_IVCEDVL1,,,3,3,5
ID_VNN1,ID_IVCEDVL1,,,3,3,6
ID_3G07,ID_JLEJ18LK,,,2,9,4
ID_3G07,ID_YVHO9K98,,,2,10,2
ID_3G07,ID_FS7BX61P,rank 11,count 4,2,9,2
ID_3G07,ID_LE7F4BTH,rank 1,count 10,2,9,1
ID_3G07,ID_BCU5E3TF,,,3,4,4
ID_3G07,ID_X3HFF31F,,,2,11,3
ID_3G07,ID_CR2JWWIF,rank 11,count 6,2,10,5
ID_3G07,ID_3A1FULHC,,,3,10,7
ID_3G07,ID_RHGO248K,rank 1,count 9,2,10,3
ID_3G07,ID_TDEDAJUY,,,2,11,1
ID_3G07,ID_10QHX8PO,,,2,9,1
ID_3G07,ID_XBABZHBB,,,2,9,2
ID_3G07,ID_031V5L11,,,2,9,5
ID_3G07,ID_H3HZ67DK,,,2,9,5
ID_3G07,ID_DTEFTE6P,rank 11,count 5,2,9,1
ID_3G07,ID_6Q1IQD9A,rank 11,count 9,2,9,3
ID_3G07,ID_XW0VH301,rank 11,count 6,2,9,7
ID_3G07,ID_FJFYC5HL,rank 11,count 6,2,10,1
ID_3G07,ID_3IU38EKD,rank 1,count 10,2,9,5
ID_3G07,ID_WPBNSCIV,,,2,10,6
ID_85VQ,ID_VLOJNRK4,,,3,1,2
ID_BT9Z,ID_VLOJNRK4,,,1,7,3
ID_85VQ,ID_1SGN9PL5,,,3,2,4
ID_85VQ,ID_5L0EWDWH,rank 1,count 10,3,1,7
ID_85VQ,ID_CNRNTIWK,,,3,1,1
ID_85VQ,ID_7XKHQPOT,rank 10,count 6,2,12,1
ID_85VQ,ID_N6RDPFEV,rank 11,count 6,2,12,1
ID_LQ4P,ID_XUSFLTHY,,,3,11,4
ID_LQ4P,ID_NY0X98YW,,,3,11,4
ID_LQ4P,ID_LH94A88J,,,3,11,4
ID_LQ4P,ID_ASH1URNE,,,3,11,4
ID_VNN1,ID_ASH1URNE,,count 10,3,11,3
ID_LQ4P,ID_5CQOSQ34,,,3,11,4
ID_09D8,ID_5CQOSQ34,,,3,5,4
ID_LQ4P,ID_QTVOQK6U,,,3,11,4
ID_LQ4P,ID_0Y8AA0QM,,,3,11,4
ID_LQ4P,ID_SQ5F0HBZ,,,3,11,4
ID_LQ4P,ID_P4BEJ70J,,,3,11,4
ID_ZSZR,ID_P4BEJ70J,,,3,7,1
ID_LQ4P,ID_5FOWFL56,,,3,11,4
ID_LQ4P,ID_ZUE7FR3K,,,3,11,4
ID_LQ4P,ID_LHHIIICB,,,3,11,4
ID_LQ4P,ID_8QLSK6QQ,,,3,11,4
ID_LQ4P,ID_L73T6R7K,,,3,11,4
ID_LQ4P,ID_U4OEH13T,,,3,11,4
ID_LQ4P,ID_ZHHUAI3F,,,3,11,4
ID_LQ4P,ID_ACJMN8X1,,,3,11,4
ID_LQ4P,ID_04JBUMXM,,,3,11,4
ID_LQ4P,ID_6T9PIUYZ,rank 11,count 8,3,11,4
ID_LQ4P,ID_HD7WFQPP,rank 11,count 8,3,11,4
ID_LQ4P,ID_IOIT8H90,,,3,11,4
ID_LQ4P,ID_93K9YQMO,,,3,11,4
ID_LQ4P,ID_CAHVFCQE,rank 11,count 10,3,11,4
ID_LQ4P,ID_ZXL5B0K0,,,3,11,4
ID_LQ4P,ID_3HST87WL,,,3,11,4
ID_LQ4P,ID_BNPLNLPV,,,3,11,4
ID_LQ4P,ID_9ZZTKSMG,,,3,11,4
ID_LQ4P,ID_S9UQ0NNF,,,3,11,4
ID_LQ4P,ID_N5PXOOM3,rank 11,count 10,3,11,4
ID_LQ4P,ID_8YKPIIC3,rank 11,count 5,3,11,4
ID_LQ4P,ID_X62XFM8I,,,3,11,4
ID_VS6D,ID_X62XFM8I,,,3,7,7
ID_LQ4P,ID_ZT64QUCR,,,3,11,4
ID_LQ4P,ID_4VS9LVS6,,,3,11,4
ID_LQ4P,ID_RBSSV6ST,,,3,11,4
ID_LQ4P,ID_0LV3U1CP,,,3,11,4
ID_LQ4P,ID_SS6NHPYA,,,3,11,4
ID_LQ4P,ID_CQWCLPTJ,,,3,11,4
ID_LQ4P,ID_648UE71M,rank 11,count 10,3,11,4
ID_LQ4P,ID_7G1YAL5U,,,3,11,4
ID_LQ4P,ID_6GMKXO9Y,,,3,11,4
ID_LQ4P,ID_GW6ITYSO,,,3,11,4
ID_LQ4P,ID_YRBEWSXK,rank 11,count 6,3,11,4
ID_LQ4P,ID_O89VWIUZ,,,3,11,4
ID_LQ4P,ID_5A3N10TK,,,3,11,4
ID_LQ4P,ID_VJDVCXPL,,,3,11,4
ID_LQ4P,ID_NQ3ALA0W,,,3,11,4
ID_HJ9S,ID_NQ3ALA0W,,,3,8,6
ID_VS6D,ID_NQ3ALA0W,rank 8,count 10,3,8,6
ID_58T1,ID_EUG2LIVN,,,3,1,5
ID_58T1,ID_4GL4HVJX,,,3,1,5
ID_58T1,ID_4R41LM3K,,,3,1,5
ID_HZ45,ID_4R41LM3K,,,3,10,4
ID_G7A4,ID_4R41LM3K,,,3,10,1
ID_GQCR,ID_4R41LM3K,,,3,10,7
ID_58T1,ID_4F14LBSO,,,3,1,5
ID_G7A4,ID_4F14LBSO,,,3,10,7
ID_GQCR,ID_4F14LBSO,,,3,10,7
ID_58T1,ID_WGO3P3QT,,,3,1,1
ID_58T1,ID_DCXSW8U7,,,3,1,2
ID_BT9Z,ID_DCXSW8U7,,,3,1,5
ID_58T1,ID_CA7UGQUY,,,3,1,4
ID_58T1,ID_LMH4A7Y2,,,3,1,2
ID_58T1,ID_78QL8L1C,,,3,1,2
ID_58T1,ID_EKWT6I5G,,,3,1,5
ID_G7A4,ID_EKWT6I5G,,,3,10,7
ID_GQCR,ID_EKWT6I5G,,,3,10,7
ID_58T1,ID_UJFRNWHE,,,3,1,3
ID_58T1,ID_9DK0ML54,,,3,1,6
ID_GQCR,ID_9DK0ML54,,,3,10,2
ID_58T1,ID_VK6FABYT,rank 11,count 10,3,1,3
ID_58T1,ID_ADQBZXZC,,,3,1,5
ID_58T1,ID_A9Z0PZ3I,,,3,1,6
ID_VK18,ID_A9Z0PZ3I,rank 2,count 6,3,5,4
ID_OBP1,ID_A9Z0PZ3I,rank 10,count 8,3,4,2
ID_58T1,ID_Q0VXKLSR,,,3,1,5
ID_G7A4,ID_Q0VXKLSR,,,3,10,5
ID_GQCR,ID_Q0VXKLSR,,,3,10,4
ID_58T1,ID_07GXI95G,,,3,1,3
ID_58T1,ID_JPUVXMF1,,,3,1,5
ID_58T1,ID_WPP48CYO,,,3,1,4
ID_58T1,ID_CG72KDRK,rank 11,count 10,3,1,2
ID_58T1,ID_2ZZ7EQGI,,,3,1,3
ID_58T1,ID_0HPCB46Y,rank 11,count 6,3,1,1
ID_BT9Z,ID_0HPCB46Y,,,1,7,1
ID_58T1,ID_65O7S8O9,rank 11,count 10,3,1,6
ID_58T1,ID_XTMZPIWC,,,3,1,1
ID_58T1,ID_A05BABG8,rank 11,count 9,3,1,3
ID_BT9Z,ID_A05BABG8,,,1,7,6
ID_58T1,ID_4DE63OA8,rank 11,count 6,3,1,5
ID_58T1,ID_P5Q4H0TV,rank 11,count 6,3,1,5
ID_1INW,ID_LW7I3QM9,,,2,1,3
ID_BT9Z,ID_XV83S5RK,,,2,1,2
ID_FJ9G,ID_QDTSKBVP,rank 11,count 10,3,1,1
ID_FJ9G,ID_3H3N6LU9,,,3,1,4
ID_AXVN,ID_3H3N6LU9,,,2,6,2
ID_FJ9G,ID_6K2OEKZH,,,3,1,3
ID_FJ9G,ID_W1SOBMTS,,,3,1,4
ID_FJ9G,ID_6167F039,,,3,1,5
ID_FJ9G,ID_HBVVH7P0,,,3,1,5
ID_FJ9G,ID_EVFRAJZG,,,3,1,2
ID_FJ9G,ID_EI3CL7RF,,,3,1,3
ID_FJ9G,ID_0K4M7CNR,,,3,1,3
ID_FJ9G,ID_YN9PHTPR,,,3,1,4
ID_FJ9G,ID_NYL7P0VO,,,3,1,3
ID_FJ9G,ID_9P96GR5Y,,,3,1,3
ID_FJ9G,ID_MCRT5AUH,,,3,1,1
ID_FJ9G,ID_FKVZVMHC,,,3,1,4
ID_FJ9G,ID_IZCS4704,,,3,1,5
ID_FJ9G,ID_H1VCCPB8,,,3,1,4
ID_664W,ID_H1VCCPB8,rank 11,count 10,3,10,4
ID_FJ9G,ID_BJMM4PM2,,,3,1,4
ID_FJ9G,ID_OZCER9KW,,,3,1,5
ID_FJ9G,ID_H57GPHA0,,,3,1,4
ID_FJ9G,ID_VTMAZ00K,,,3,1,2
ID_FJ9G,ID_V7OSM5LR,,,3,1,3
ID_FJ9G,ID_Q2F8GIFJ,rank 11,count 10,3,1,3
ID_FJ9G,ID_PDTXP7AH,,,3,1,4
ID_FJ9G,ID_70E2XSEO,,,3,1,4
ID_FJ9G,ID_XBHJPPZZ,,,3,1,3
ID_FJ9G,ID_5DXN9139,,,3,1,4
ID_FJ9G,ID_M40CIREP,rank 11,count 10,3,1,5
ID_FJ9G,ID_TG982EKS,,,3,1,3
ID_FJ9G,ID_DMWJGURQ,,,3,1,5
ID_FJ9G,ID_H82F09QL,,,3,1,4
ID_FJ9G,ID_0GIHQGSC,,,3,1,7
ID_FJ9G,ID_0K2LIJS5,rank 11,count 10,3,1,3
ID_BT9Z,ID_0K2LIJS5,,,1,7,5
ID_FJ9G,ID_D2986U9J,rank 11,count 10,3,1,4
ID_BT9Z,ID_D2986U9J,,,1,7,7
ID_FJ9G,ID_F7OCYSGY,,,3,1,4
ID_FJ9G,ID_3ZMUYQ11,rank 11,count 10,3,1,5
ID_HZ45,ID_L8T03Y5Y,,,3,10,4
ID_HZ45,ID_9MQFS0XZ,rank 11,count 7,3,10,5
ID_T638,ID_9MQFS0XZ,,,1,12,2
ID_HZ45,ID_X6IZ5T94,rank 11,count 7,3,10,5
ID_HZ45,ID_6DMBH0N8,rank 11,count 3,3,10,5
ID_HZ45,ID_A3ZBS845,rank 11,count 6,3,10,5
ID_GQCR,ID_A3ZBS845,,,3,10,5
ID_HZ45,ID_CBVAA8NJ,,,3,10,5
ID_GQCR,ID_CBVAA8NJ,,count 10,3,10,3
ID_HZ45,ID_VB545GGR,,,3,10,2
ID_HZ45,ID_2G86ZQOS,,,3,10,5
ID_HZ45,ID_5JGQZQF8,,,3,10,4
ID_HZ45,ID_ORNHWZX6,,,3,10,5
ID_G7A4,ID_ORNHWZX6,,,3,10,5
ID_GQCR,ID_ORNHWZX6,,,3,10,5
ID_HZ45,ID_WP8WXL6S,,count 10,3,10,5
ID_GQCR,ID_WP8WXL6S,,,3,10,5
ID_HZ45,ID_N5JP07JU,,,3,10,5
ID_HZ45,ID_WTQ2JON8,,,3,10,4
ID_GQCR,ID_WTQ2JON8,,,3,10,4
ID_HZ45,ID_Q1W43YTO,,,3,10,3
ID_HZ45,ID_ESP86VGF,,,3,10,4
ID_G7A4,ID_ESP86VGF,,,3,10,4
ID_GQCR,ID_ESP86VGF,,,3,10,4
ID_HZ45,ID_ZP8COP9P,,,3,10,5
ID_G7A4,ID_ZP8COP9P,,,3,10,5
ID_GQCR,ID_ZP8COP9P,,,3,10,2
ID_HZ45,ID_D51WY7ED,,,3,10,5
ID_HZ45,ID_NIZDTCC3,,,3,10,4
ID_G7A4,ID_NIZDTCC3,,,3,10,4
ID_GQCR,ID_NIZDTCC3,,,3,10,4
ID_ZSZR,ID_NIZDTCC3,,,3,2,1
ID_HZ45,ID_R992NH7Y,,,3,10,3
ID_G7A4,ID_R992NH7Y,,,3,10,3
ID_GQCR,ID_R992NH7Y,,,3,10,3
ID_HZ45,ID_1U0FS62W,,,3,10,3
ID_VS6D,ID_1U0FS62W,rank 9,count 10,3,10,1
ID_G7A4,ID_1U0FS62W,,,3,10,3
ID_GQCR,ID_1U0FS62W,,,3,10,3
ID_HZ45,ID_80DCDX9Y,,,3,10,5
ID_G7A4,ID_80DCDX9Y,,,3,10,5
ID_HZ45,ID_O53JBKZM,,,3,10,5
ID_G7A4,ID_O53JBKZM,,,3,10,5
ID_GQCR,ID_O53JBKZM,,,3,10,5
ID_HZ45,ID_CNBAHD7B,,,3,10,4
ID_G7A4,ID_CNBAHD7B,,,3,10,5
ID_GQCR,ID_CNBAHD7B,,,3,10,4
ID_HZ45,ID_082IV3I9,,,3,10,1
ID_VS6D,ID_082IV3I9,,,3,10,1
ID_G7A4,ID_082IV3I9,,,3,10,1
ID_GQCR,ID_082IV3I9,,,3,10,1
ID_HZ45,ID_QSG0QBWI,,,3,10,1
ID_G7A4,ID_QSG0QBWI,,,3,10,1
ID_GQCR,ID_QSG0QBWI,,,3,10,1
ID_HZ45,ID_398FEWI4,rank 11,count 8,3,10,3
ID_1INW,ID_398FEWI4,,,1,12,7
ID_HZ45,ID_1UF8UAEX,,,3,10,4
ID_3HST,ID_1UF8UAEX,,,3,10,2
ID_HZ45,ID_9GS6ZLE9,,,3,10,5
ID_HZ45,ID_2HDCOHIF,,,3,10,4
ID_G7A4,ID_2HDCOHIF,,,3,10,4
ID_HZ45,ID_19DIJ9LY,,,3,10,5
ID_GQCR,ID_19DIJ9LY,,count 10,3,10,5
ID_HZ45,ID_W0NR86YD,,,3,10,2
ID_G7A4,ID_W0NR86YD,,,3,10,2
ID_GQCR,ID_W0NR86YD,,,3,10,2
ID_HZ45,ID_0D2BGKTK,,,3,10,3
ID_HZ45,ID_7JTQXTBM,,,3,10,5
ID_G7A4,ID_7JTQXTBM,,,3,10,5
ID_HZ45,ID_7TPOX9TJ,,,3,10,5
ID_GQCR,ID_7TPOX9TJ,,,3,10,5
ID_HZ45,ID_H5OLZK7G,,,3,10,3
ID_G7A4,ID_H5OLZK7G,,,3,10,3
ID_GQCR,ID_H5OLZK7G,,,3,10,3
ID_HZ45,ID_2IXBDOM6,,,3,10,4
ID_09D8,ID_2IXBDOM6,,,3,5,4
ID_HZ45,ID_7ZIZ3YJ1,rank 11,count 3,3,10,3
ID_HZ45,ID_4RU5GQPB,,,3,10,5
ID_HZ45,ID_T3R3FKTR,,,3,10,1
ID_HJ9S,ID_T3R3FKTR,rank 2,count 10,3,10,2
ID_G7A4,ID_T3R3FKTR,,,3,10,1
ID_GQCR,ID_T3R3FKTR,,,3,10,1
ID_HZ45,ID_VCIEHQ8G,,,3,10,2
ID_G7A4,ID_VCIEHQ8G,,,3,10,2
ID_GQCR,ID_VCIEHQ8G,,,3,10,2
ID_HZ45,ID_KQIO5O5M,rank 11,count 10,3,10,4
ID_GQCR,ID_KQIO5O5M,,,3,10,5
ID_HZ45,ID_ERBXOXQ2,,,3,10,6
ID_G7A4,ID_ERBXOXQ2,,,3,10,5
ID_GQCR,ID_ERBXOXQ2,,,3,10,5
ID_HZ45,ID_7PC2RBAC,,,3,10,4
ID_GQCR,ID_7PC2RBAC,,,3,10,4
ID_HZ45,ID_0RCWGHTE,,,3,10,4
ID_GQCR,ID_0RCWGHTE,,,3,10,5
ID_664W,ID_0RCWGHTE,,,3,11,3
ID_HZ45,ID_5LSFKFE3,,,3,10,4
ID_G7A4,ID_5LSFKFE3,,,3,10,4
ID_GQCR,ID_5LSFKFE3,,,3,10,4
ID_HZ45,ID_B6SK3FTS,,,3,10,4
ID_G7A4,ID_B6SK3FTS,,,3,10,5
ID_GQCR,ID_B6SK3FTS,,,3,10,5
ID_HZ45,ID_QV13N4NU,,,3,10,4
ID_R5HL,ID_QV13N4NU,rank 5,count 10,3,12,4
ID_TLNA,ID_QV13N4NU,,,3,12,4
ID_GQCR,ID_QV13N4NU,,,3,10,4
ID_HZ45,ID_TZPB1T42,,,3,10,4
ID_GQCR,ID_TZPB1T42,,,3,10,4
ID_HZ45,ID_28ZMRX2A,,,3,10,3
ID_G7A4,ID_28ZMRX2A,,,3,10,4
ID_HZ45,ID_GH50SZ7C,,,3,10,1
ID_G7A4,ID_GH50SZ7C,,,3,10,1
ID_GQCR,ID_GH50SZ7C,,,3,10,1
ID_HZ45,ID_NBFE760H,,,3,10,5
ID_G7A4,ID_NBFE760H,,,3,10,5
ID_GQCR,ID_NBFE760H,,,3,10,4
ID_HZ45,ID_8XVZ8J6J,,,3,10,4
ID_G7A4,ID_8XVZ8J6J,,,3,10,4
ID_GQCR,ID_8XVZ8J6J,,,3,10,4
ID_HZ45,ID_30PCK7BC,,,3,10,3
ID_G7A4,ID_30PCK7BC,,,3,10,3
ID_GQCR,ID_30PCK7BC,,,3,10,3
ID_HZ45,ID_P47NRB6P,rank 11,count 9,3,10,5
ID_BT9Z,ID_P47NRB6P,,,1,12,3
ID_VEAR,ID_EV4JIMOR,,,3,7,4
ID_VEAR,ID_GNGM71DH,,,3,7,4
ID_VEAR,ID_XHB49Z8V,,,3,7,4
ID_VEAR,ID_QUGTVQEN,,,3,7,5
ID_VEAR,ID_PRD5JKP8,,,3,7,5
ID_VEAR,ID_M2J3Q189,rank 11,count 10,3,7,3
ID_VEAR,ID_Y2X3KADT,rank 11,count 3,3,7,3
ID_HTKR,ID_A8ORY68R,,,3,6,1
ID_HJ9S,ID_4QTOOJ7A,,,3,5,7
ID_664W,ID_QHOQ97QI,,,3,12,7
ID_MFQV,ID_SJLNYJHT,,,3,4,4
ID_MFQV,ID_EXFZW3Y2,,,3,4,4
ID_MFQV,ID_WKQLTYZI,rank 11,count 10,3,4,4
ID_VS6D,ID_WKQLTYZI,,,3,8,5
ID_MFQV,ID_1Z6CY092,,,3,4,6
ID_MFQV,ID_1YO56USB,,,3,4,6
ID_MFQV,ID_19JRKJO2,,count 10,3,4,4
ID_MFQV,ID_P8UA9BXT,rank 11,count 6,3,4,4
ID_09D8,ID_P8UA9BXT,,,3,5,5
ID_MFQV,ID_P887KY7D,,,3,4,4
ID_MFQV,ID_DI0MXCNT,,,3,4,4
ID_09D8,ID_DI0MXCNT,rank 11,count 10,3,5,5
ID_OBP1,ID_DI0MXCNT,,,3,4,5
ID_RSV3,ID_DI0MXCNT,,count 10,3,4,5
ID_MFQV,ID_EBWQRBQH,,,3,4,4
ID_MFQV,ID_X5ROKJ59,,,3,4,4
ID_09D8,ID_X5ROKJ59,,,3,5,3
ID_HTKR,ID_X5ROKJ59,,,3,7,7
ID_VS6D,ID_X5ROKJ59,,,3,7,7
ID_ZSZR,ID_X5ROKJ59,,,3,3,7
ID_MFQV,ID_9W0ZXV6G,,,3,4,4
ID_09D8,ID_9W0ZXV6G,,,3,5,5
ID_MFQV,ID_GONHTXYY,,,3,4,4
ID_MFQV,ID_CL13C7XU,rank 11,count 6,3,4,6
ID_09D8,ID_CL13C7XU,,,3,5,3
ID_MFQV,ID_MYLLJH03,rank 11,count 10,3,4,4
ID_MFQV,ID_QQLDVZP7,rank 11,count 10,3,4,4
ID_MFQV,ID_N7J0TVR8,rank 11,count 10,3,4,6
ID_09D8,ID_N7J0TVR8,,,3,5,3
ID_MFQV,ID_HRB10WDJ,,,3,4,4
ID_MFQV,ID_G3UOLUOA,,,3,4,4
ID_MFQV,ID_59E18OPF,,,3,4,4
ID_09D8,ID_59E18OPF,,,3,5,3
ID_ZSZR,ID_59E18OPF,,,3,3,7
ID_MFQV,ID_52J3K2FN,,,3,4,4
ID_09D8,ID_52J3K2FN,,,3,5,4
ID_MFQV,ID_0C88W2NV,rank 11,count 10,3,4,6
ID_09D8,ID_0C88W2NV,rank 11,count 10,3,5,4
ID_MFQV,ID_4ZZ005WY,,,3,4,4
ID_09D8,ID_4ZZ005WY,,,3,5,4
ID_MFQV,ID_BSIH2NSN,rank 11,count 8,3,4,4
ID_09D8,ID_BSIH2NSN,,,3,5,5
ID_MFQV,ID_SE5HIEN0,rank 11,count 8,3,4,4
ID_MFQV,ID_2IWB91C4,,,3,4,4
ID_MFQV,ID_CCWH3NXJ,rank 11,count 10,3,4,4
ID_U1HE,ID_C8X7SZ5P,rank 10,count 5,2,11,6
ID_U1HE,ID_IT9RR6QZ,rank 2,count 6,2,12,2
ID_U1HE,ID_X1X8NVHG,,,2,11,1
ID_U1HE,ID_RTMTE2NI,,,2,12,4
ID_U1HE,ID_AVU35K85,,,2,12,2
ID_U1HE,ID_JJO3BDVE,,,2,11,5
ID_VK18,ID_JJO3BDVE,rank 2,count 10,3,4,6
ID_XWMG,ID_JJO3BDVE,,,3,2,2
ID_ZSZR,ID_JJO3BDVE,rank 6,count 10,3,2,6
ID_U1HE,ID_M3WRPV52,,,2,12,6
ID_U1HE,ID_H8MXG8HJ,,,2,12,5
ID_U1HE,ID_F3AHX4A2,rank 1,count 3,2,10,1
ID_XWMG,ID_F3AHX4A2,,,2,12,7
ID_ZSZR,ID_F3AHX4A2,,,3,3,2
ID_U1HE,ID_W7L98P0L,rank 9,count 8,2,11,5
ID_XWMG,ID_W7L98P0L,,,3,1,2
ID_ZSZR,ID_W7L98P0L,,,3,2,6
ID_U1HE,ID_AUKP3GES,,,2,10,7
ID_U1HE,ID_H1TGFS4Z,,,2,11,3
ID_U1HE,ID_OXS9RHOM,,,3,1,4
ID_U1HE,ID_2IR82DYT,,,2,11,4
ID_Z5QP,ID_2IR82DYT,rank 1,count 4,3,6,3
ID_1INW,ID_2IR82DYT,rank 1,count 10,1,11,7
ID_U1HE,ID_QIWSRJNF,,,2,12,2
ID_U1HE,ID_O5ROSEHT,,,2,12,5
ID_U1HE,ID_9KWM7TU6,,count 10,3,1,1
ID_U1HE,ID_AMAF40LZ,,,2,11,5
ID_U1HE,ID_LZ62CQDI,,,2,11,4
ID_U1HE,ID_4L9IC66C,rank 9,count 8,2,12,6
ID_XWMG,ID_4L9IC66C,,,3,1,2
ID_U1HE,ID_7JLJBDC6,,,2,12,5
ID_U1HE,ID_OQDT9XRG,,,2,11,4
ID_U1HE,ID_M1W809V5,,,2,12,2
ID_ZSZR,ID_M1W809V5,,,3,2,4
ID_U1HE,ID_9ZX0JQBA,,,3,1,2
ID_G31W,ID_9ZX0JQBA,,,2,10,2
ID_U1HE,ID_0WG2VI7D,,,3,1,7
ID_U1HE,ID_I72XI7WR,,,3,7,4
ID_U1HE,ID_9QIZTOK6,rank 2,count 6,2,10,1
ID_U1HE,ID_9M76U0G4,rank 8,count 10,2,12,5
ID_U1HE,ID_PMMFW88T,rank 8,count 10,2,12,5
ID_U1HE,ID_9CVG05N5,rank 1,count 9,2,11,2
ID_U1HE,ID_HGFHOXR6,rank 1,count 5,2,12,3
